"POLY_ID","raster_num_fields","raster_num_cells_populated","raster_prop_fields","raster_year","raster_type","job","batch","scenario","simKey","year_standardised"
"COG",29.0424823760986,15,1.98788678568731e-05,2030,"INFECTIOUS","job1001","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1001-0",0
"COG",168710.875,1328,0.115478461748247,2031,"INFECTIOUS","job1001","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1001-0",1
"COG",278284.1875,3757,0.190478710405365,2032,"INFECTIOUS","job1001","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1001-0",2
"COG",391051.375,6854,0.267665088273277,2033,"INFECTIOUS","job1001","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1001-0",3
"COG",542635.375,10480,0.371420623567882,2034,"INFECTIOUS","job1001","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1001-0",4
"COG",1.02192509174347,1,6.99482695567027e-07,2025,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",0
"COG",1.02192509174347,1,6.99482695567027e-07,2026,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",1
"COG",3.04694867134094,2,2.08556173745359e-06,2027,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",2
"COG",10.2646636962891,6,7.02591089051333e-06,2028,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",3
"COG",502.985412597656,36,0.000344281195439147,2029,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",4
"COG",2.20087742805481,2,1.50644669401547e-06,2022,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",0
"COG",1558.09448242188,91,0.00106647751123636,2023,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",1
"COG",151397.984375,1433,0.103628212155322,2024,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",2
"COG",286949.0625,4337,0.196409605116454,2025,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",3
"COG",462287.09375,8738,0.316424193000703,2026,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",4
"COG",0.556697309017181,1,3.81045672987544e-07,2028,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",0
"COG",110891.3828125,621,0.075902435502889,2029,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",1
"COG",182102.421875,2064,0.124644647588694,2030,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",2
"COG",241030.59375,4225,0.164979537925558,2031,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",3
"COG",384064.78125,7686,0.262882935972129,2032,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",4
"COG",2.02249312400818,2,1.38434700701345e-06,2035,"INFECTIOUS","job1122","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1122-0",0
"COG",14528.287109375,292,0.00994425668901016,2036,"INFECTIOUS","job1122","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1122-0",1
"COG",249913.171875,2913,0.171059445093567,2037,"INFECTIOUS","job1122","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1122-0",2
"COG",382509.71875,6673,0.261818533778599,2038,"INFECTIOUS","job1122","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1122-0",3
"COG",532854.625,10724,0.364725939750113,2039,"INFECTIOUS","job1122","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1122-0",4
"COG",74.175666809082,6,5.07714271665254e-05,2026,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",0
"COG",10324.6533203125,96,0.00706697231884794,2027,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",1
"COG",27095.013671875,372,0.0185458732276496,2028,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",2
"COG",150069.4375,1292,0.10271885435912,2029,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",3
"COG",288171.625,3640,0.197246419203816,2030,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",4
"COG",1.11363625526428,1,7.62256740740614e-07,2031,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",0
"COG",4.14269638061523,4,2.83557420660332e-06,2032,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",1
"COG",1714.67639160156,70,0.00117365399295204,2033,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",2
"COG",151019.921875,1106,0.103369437633854,2034,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",3
