"POLY_ID","raster_num_fields","raster_num_cells_populated","raster_prop_fields","raster_year","raster_type","job","batch","scenario","simKey","year_standardised"
"CMR",0.727315664291382,1,1.48155880453873e-07,2049,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",0
"CMR",0.727315664291382,1,1.48155880453873e-07,2050,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",1
"CMR",2201.8955078125,40,0.000448531199922975,2051,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",2
"CMR",31076.82421875,393,0.00633042086110576,2052,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",3
"CMR",61694.828125,1303,0.0125673789649715,2053,"INFECTIOUS","job1030","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1030-0",4
"CMR",1.34242081642151,1,2.73454220445411e-07,2033,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",0
"CMR",1.34242081642151,1,2.73454220445411e-07,2034,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",1
"CMR",1.34242081642151,1,2.73454220445411e-07,2035,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",2
"CMR",1.34242081642151,1,2.73454220445411e-07,2036,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",3
"CMR",1.34242081642151,1,2.73454220445411e-07,2037,"INFECTIOUS","job1043","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",4
"CMR",2.05092072486877,2,4.1777728798138e-07,2037,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",0
"CMR",7.1521201133728,6,1.45690338395364e-06,2038,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",1
"CMR",12.1861982345581,10,2.48235672276553e-06,2039,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",2
"CMR",24.342565536499,18,4.95863681566642e-06,2040,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",3
"CMR",47.6111946105957,25,9.69851029382964e-06,2041,"INFECTIOUS","job1107","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1107-0",4
"CMR",1.34242081642151,1,2.73454220445411e-07,2038,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",0
"CMR",1.34242081642151,1,2.73454220445411e-07,2039,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",1
"CMR",1.34242081642151,1,2.73454220445411e-07,2040,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",2
"CMR",1.34242081642151,1,2.73454220445411e-07,2041,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",3
"CMR",1.34242081642151,1,2.73454220445411e-07,2042,"INFECTIOUS","job1139","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1139-0",4
"CMR",2.04410529136658,2,4.16388968437655e-07,2048,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",0
"CMR",4.13231563568115,4,8.41762238015506e-07,2049,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",1
"CMR",58.5512771606445,18,1.1927030373924e-05,2050,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",2
"CMR",749.432495117188,57,0.000152661129968936,2051,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",3
"CMR",22059.671875,390,0.00449360610478316,2052,"INFECTIOUS","job1168","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1168-0",4
"CMR",4903.125,23,0.000998777885607825,2038,"INFECTIOUS","job1205","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1205-0",0
"CMR",10198.6884765625,83,0.00207749639517532,2039,"INFECTIOUS","job1205","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1205-0",1
"CMR",16168.02734375,174,0.00329346450780678,2040,"INFECTIOUS","job1205","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1205-0",2
"CMR",21217.896484375,283,0.00432213451374578,2041,"INFECTIOUS","job1205","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1205-0",3
"CMR",37079.30078125,450,0.00755313919879943,2042,"INFECTIOUS","job1205","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1205-0",4
"CMR",1.34242081642151,1,2.73454220445411e-07,2036,"INFECTIOUS","job1216","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1216-0",0
"CMR",1.34242081642151,1,2.73454220445411e-07,2037,"INFECTIOUS","job1216","2022_05_16_batch_0","2022_05_16_cross_continental_endemic","2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1216-0",1
